episode,avg_score,avg_max_tile,loss,actor_loss,critic_loss,entropy,elapsed_s
28600,5944.4,421.8,0.14879,-0.01924,0.33728,0.06123,6704.9
28650,5834.0,422.4,0.10389,-0.02521,0.25936,0.05753,6722.6
28700,5880.8,424.3,0.05747,0.01183,0.09237,0.05464,6740.4
28750,5505.6,387.2,0.10867,-0.01755,0.25328,0.04204,6756.8
28800,5394.2,394.2,0.04311,-0.02451,0.13692,0.08433,6773.8
28850,5519.8,412.2,0.069,0.01306,0.11281,0.04614,6790.7
28900,5378.6,377.6,0.20049,-0.01847,0.43838,0.02299,6807.4
28950,5692.3,395.5,0.3487,0.02486,0.64933,0.08165,6826.0
29000,5880.7,414.1,0.10061,0.01415,0.17393,0.05027,6843.4
29050,5914.8,414.1,0.15355,0.03642,0.23583,0.07914,6862.1
29100,5820.9,396.2,0.07645,0.01005,0.13443,0.08211,6879.3
29150,5792.5,390.4,0.14304,0.0386,0.21106,0.10939,6898.0
29200,6008.7,411.8,0.06311,0.03508,0.05734,0.06393,6916.1
29250,5895.2,404.8,0.11216,0.03269,0.16057,0.0812,6933.9
29300,6212.3,426.2,0.09949,0.03638,0.12818,0.09883,6953.6
29350,6424.7,445.4,0.14284,0.04995,0.1879,0.10685,6972.5
29400,6534.4,442.2,0.24974,0.03102,0.43986,0.12068,6992.9
29450,6838.5,471.7,0.03179,0.02174,0.02256,0.12372,7013.0
29500,6506.5,462.4,0.14175,0.00454,0.27701,0.12909,7031.2
29550,6205.6,424.0,0.11826,0.04042,0.1584,0.1367,7050.2
29600,6263.8,426.2,0.38673,-0.11245,1.00271,0.21791,7068.8
29650,6348.4,441.6,0.08199,0.04382,0.07899,0.1331,7087.9
29700,6337.7,442.6,0.11558,0.02557,0.18231,0.11446,7106.6
29750,6589.8,457.3,0.19691,0.03374,0.32848,0.10715,7127.1
29800,6581.2,458.9,0.40154,-0.02526,0.85495,0.06747,7145.8
29850,6331.6,441.9,0.15786,-0.02416,0.36581,0.08784,7164.8
29900,6579.9,454.1,1.02043,-0.00262,2.04757,0.07315,7184.5
29950,6827.7,464.0,0.2344,-0.01916,0.50826,0.05689,7205.2
30000,6387.9,447.4,0.35252,-0.00689,0.7196,0.03948,7222.8
30050,5993.9,428.2,0.5639,-0.0274,1.18372,0.055,7241.5
30100,6396.5,449.9,0.32847,-0.00279,0.66379,0.06368,7261.1
30150,6679.8,474.2,0.1956,0.01019,0.37202,0.06086,7280.7
30200,6693.8,474.9,0.13235,0.01038,0.24523,0.06483,7300.5
30250,6459.4,450.6,0.12755,-0.00726,0.27073,0.05543,7319.2
30300,6676.7,453.1,0.0948,0.0183,0.15404,0.05215,7340.1
30350,6702.9,460.2,0.27663,0.01047,0.53352,0.06,7359.0
30400,6114.7,429.4,0.11888,-0.00273,0.24456,0.06704,7376.8
30450,6193.7,432.6,0.10442,-0.00748,0.22507,0.06376,7396.1
30500,6997.1,480.6,0.03815,-0.03143,0.14043,0.06346,7417.7
30550,7064.4,471.4,0.27485,-0.04496,0.64089,0.06307,7437.3
30600,6442.0,436.2,0.20806,-0.02445,0.46636,0.06714,7456.0
30650,6554.9,448.0,0.16086,-0.01011,0.34291,0.04842,7476.2
30700,6251.6,422.4,0.17913,0.01291,0.33393,0.07433,7493.7
30750,6422.3,444.2,0.25511,0.01323,0.4848,0.05182,7514.7
30800,7030.8,483.8,0.03331,-0.0205,0.10916,0.07752,7535.2
30850,6681.6,457.0,0.06107,0.00181,0.12004,0.07585,7554.6
30900,6716.2,459.5,0.33414,0.01546,0.63921,0.09223,7575.2
30950,7370.9,499.2,0.21896,-0.00561,0.45054,0.06952,7597.6
31000,7360.0,492.8,0.18173,-0.03265,0.43024,0.07371,7618.1
31050,6760.5,453.1,0.14753,-0.02001,0.33647,0.06896,7637.6
31100,6646.6,457.6,0.1308,-0.01239,0.28811,0.08695,7657.6
31150,6696.5,460.2,0.19531,-0.03168,0.45577,0.0893,7677.4
31200,6697.5,462.7,0.04193,-0.02981,0.1442,0.03634,7697.2
31250,6599.6,458.2,0.09923,0.00928,0.18102,0.05679,7716.8
31300,6598.6,468.5,0.02584,0.00928,0.03356,0.02185,7736.5
31350,6425.4,464.6,0.05211,0.00806,0.0886,0.0254,7755.0
31400,6105.8,432.0,0.07269,-0.02733,0.20063,0.0297,7773.2
31450,5701.2,401.9,0.0616,-0.02609,0.17651,0.05645,7789.7
31500,5685.8,395.5,0.02488,-0.01152,0.07372,0.04573,7807.8
31550,6319.2,433.9,-0.01285,-0.04277,0.06108,0.06144,7827.4
31600,6448.6,447.4,0.13962,0.00382,0.27257,0.04837,7846.2
31650,5893.6,416.0,0.1574,-0.00582,0.32683,0.0193,7863.1
31700,5323.6,389.8,0.05155,-0.00728,0.11879,0.05666,7878.9
31750,5730.8,417.9,0.06223,-0.0117,0.14849,0.03204,7897.8
31800,6266.0,433.3,0.06121,-0.03042,0.18496,0.08562,7916.8
31850,6246.1,440.3,0.1447,0.01451,0.26168,0.06454,7935.4
31900,6286.8,455.7,0.03339,-0.00248,0.07313,0.06969,7954.0
31950,6498.0,458.2,0.03401,0.00247,0.06489,0.08955,7973.5
32000,6733.9,467.8,0.11764,0.05576,0.12596,0.11013,7993.3
32050,6824.2,474.2,0.18443,0.01478,0.3413,0.0996,8013.6
32100,6319.4,433.6,0.41298,-0.06655,0.9607,0.08222,8031.2
32150,6110.0,417.0,0.26686,-0.01232,0.56065,0.11444,8050.4
32200,6225.6,422.4,0.16169,-0.05569,0.43785,0.1541,8068.6
32250,6234.6,425.0,0.10188,0.00455,0.19556,0.04512,8087.8
32300,6644.2,465.9,0.15399,0.03329,0.24405,0.1316,8107.7
32350,6537.3,465.0,0.20929,0.01481,0.39049,0.07628,8126.2
32400,6217.2,438.7,0.16931,0.03761,0.26535,0.09725,8144.9
32450,6549.7,442.9,0.59899,0.05324,1.09528,0.18898,8165.5
32500,6539.8,434.6,0.90247,0.02486,1.75706,0.09146,8184.2
32550,6644.2,452.5,0.63152,-0.12323,1.51331,0.19095,8205.2
32600,7256.2,512.6,0.10589,0.04157,0.13079,0.108,8226.6
32650,6991.4,487.7,0.4053,0.02814,0.75589,0.07899,8246.4
32700,6536.3,436.5,0.3054,-0.00596,0.62653,0.18993,8266.0
32750,6150.7,409.0,0.07012,0.02069,0.10051,0.08312,8284.0
32800,6318.2,428.2,0.34533,0.02603,0.63985,0.06297,8304.1
32850,6923.0,485.8,0.19167,0.06311,0.26031,0.15954,8324.7
32900,6713.4,457.9,0.44541,0.0718,0.74952,0.11444,8343.8
32950,6408.6,425.9,0.10997,0.02001,0.18141,0.07486,8363.0
33000,6520.4,451.2,0.20538,0.05019,0.31394,0.17751,8382.6
33050,6719.9,471.0,0.11398,0.04002,0.15116,0.16157,8402.6
33100,6504.7,457.0,0.12463,0.07065,0.11057,0.13092,8421.2
33150,6488.5,452.5,0.17082,0.05563,0.23322,0.14263,8441.0
33200,7079.8,484.5,0.14761,0.08561,0.12827,0.21315,8462.5
33250,7273.0,499.2,0.13189,0.01496,0.23674,0.14424,8483.5
33300,6801.8,473.6,0.1962,0.12941,0.13816,0.22924,8502.7
33350,6866.7,480.6,0.14945,0.04795,0.20578,0.13833,8524.0
33400,7581.6,522.9,0.1227,0.07671,0.0953,0.16583,8546.6
33450,7062.9,487.7,0.30959,0.12864,0.36607,0.20908,8565.3
33500,6539.6,458.2,0.17666,0.09935,0.15795,0.1661,8585.3
33550,6733.5,474.2,0.13787,0.11523,0.04982,0.22675,8604.7
33600,6510.7,462.4,0.26385,0.11796,0.29638,0.23071,8623.6
33650,6953.7,489.3,0.38253,0.11706,0.53435,0.17016,8645.3
33700,7021.3,490.6,0.34899,0.13911,0.42612,0.31764,8664.7
33750,6900.0,469.4,0.28669,0.19716,0.18688,0.39128,8686.1
33800,7530.7,508.2,0.26903,0.11326,0.31538,0.19164,8708.6
33850,7328.7,498.2,0.36524,0.12481,0.48449,0.18175,8728.8
33900,6521.1,444.5,0.234,0.16158,0.14976,0.24651,8747.5
33950,6336.5,450.6,0.14998,0.0681,0.16682,0.15338,8766.7
34000,6679.5,481.3,0.2329,0.14488,0.18002,0.19896,8786.8
34050,6906.4,490.9,0.39209,0.07714,0.63237,0.12359,8807.2
34100,6263.6,438.4,0.41078,-0.11087,1.04689,0.17931,8824.4
34150,6387.3,450.6,0.16984,0.01515,0.31143,0.10258,8845.4
34200,6979.0,490.2,0.25099,0.02306,0.45739,0.0765,8865.3
34250,6302.2,428.8,0.23341,0.03827,0.39218,0.09582,8883.1
34300,6340.0,435.8,0.10227,0.04901,0.10932,0.13976,8903.2
34350,6684.5,465.9,0.17384,0.01436,0.31969,0.03626,8922.8
34400,6465.5,446.4,0.33836,0.02591,0.6261,0.05946,8941.7
34450,6528.6,459.8,0.0382,0.0088,0.06101,0.11032,8961.4
34500,6715.1,476.2,0.10742,0.00029,0.21596,0.08495,8981.5
34550,6757.1,463.4,0.1099,0.04349,0.13479,0.098,9001.8
34600,6866.9,472.3,0.18764,0.00187,0.3736,0.10258,9022.4
34650,6720.0,467.8,0.1509,0.03274,0.23782,0.07496,9041.5
34700,6247.1,426.9,0.20142,0.01525,0.37412,0.08973,9059.7
34750,6105.9,417.3,0.34847,0.00496,0.68857,0.0771,9078.5
34800,6593.6,468.5,0.50204,-0.01261,1.03151,0.11017,9098.9
34850,7221.0,496.0,0.13186,0.03357,0.19813,0.07742,9120.9
34900,6943.7,455.7,0.10013,0.05658,0.08993,0.14197,9140.2
34950,6616.2,460.2,0.42065,0.05673,0.7298,0.09778,9160.2
35000,6579.8,470.4,0.163,0.0649,0.19826,0.10328,9179.3
35050,6837.0,468.5,0.47402,0.02621,0.90127,0.28201,9200.6
35100,6996.4,480.0,0.43755,0.07614,0.72862,0.29043,9220.2
35150,6690.9,457.6,0.28883,0.06613,0.44885,0.17324,9240.3
35200,6636.2,453.1,0.04776,0.02603,0.04525,0.0899,9259.9
35250,6874.5,473.0,0.40915,0.04782,0.72487,0.11081,9280.6
35300,6874.6,471.7,0.83266,0.01067,1.64454,0.02837,9300.2
35350,6480.7,455.7,0.14167,0.03338,0.21843,0.09267,9319.2
35400,7007.8,487.7,0.22997,0.04026,0.3808,0.06937,9341.1
35450,7062.0,487.7,0.0518,0.00846,0.08862,0.09793,9360.7
35500,6386.6,435.2,0.07112,0.03929,0.06521,0.07648,9379.7
35550,6600.5,446.7,0.14547,0.03015,0.23286,0.1119,9400.0
35600,6898.4,466.6,0.34771,0.0381,0.62105,0.09155,9420.4
35650,7021.6,475.5,0.16058,0.04447,0.2347,0.12435,9441.4
35700,6888.3,476.2,0.19303,0.01665,0.35447,0.08616,9461.0
35750,6755.4,478.1,0.03983,0.00654,0.06864,0.10277,9481.1
35800,6798.4,481.9,0.14797,0.02176,0.25386,0.07193,9501.1
35850,6556.9,471.0,0.02811,0.01745,0.0228,0.07334,9520.1
35900,6290.7,469.1,0.28778,0.03795,0.50137,0.08634,9538.6
35950,6173.7,457.6,0.20003,-0.04483,0.49141,0.08493,9557.2
36000,6149.1,435.8,0.02955,-0.00121,0.06367,0.10759,9575.7
36050,6087.3,422.4,0.1043,-0.01239,0.23511,0.08649,9594.1
36100,6388.0,435.8,0.13701,0.02269,0.22987,0.06166,9614.2
36150,6702.5,458.9,0.14227,-0.02933,0.34511,0.09514,9634.1
36200,6711.5,467.8,0.23723,0.03566,0.40492,0.0892,9654.2
36250,6569.4,457.0,0.05339,0.02418,0.05977,0.06789,9673.4
36300,6165.8,426.2,0.34862,0.04528,0.60848,0.08986,9691.5
36350,6556.9,458.2,0.09833,0.01353,0.17147,0.09356,9712.5
36400,6731.0,487.7,0.18689,0.04294,0.29072,0.14056,9731.0
36450,6121.5,448.6,0.38793,0.00883,0.75934,0.05721,9749.0
36500,6286.6,460.2,0.35136,-0.00637,0.71633,0.04318,9768.5
36550,6318.8,457.6,0.06554,-0.00791,0.1481,0.05997,9786.6
36600,6746.8,471.7,0.10954,-0.00515,0.23024,0.04352,9808.4
36650,7004.6,500.5,0.16125,0.00748,0.30873,0.05897,9827.7
36700,6409.3,462.1,0.10901,0.02177,0.17536,0.04325,9846.5
36750,6154.7,433.3,0.27658,0.01873,0.51719,0.07467,9864.6
36800,6651.5,483.2,0.1789,0.00607,0.3469,0.06217,9885.6
36850,6604.2,489.6,0.06753,-0.00569,0.14722,0.03889,9903.4
36900,6190.8,447.4,0.32669,0.00973,0.63478,0.04285,9922.5
36950,6819.1,483.8,0.37479,0.01246,0.72553,0.04339,9943.5
37000,6970.1,501.8,0.16966,0.02752,0.28593,0.08248,9963.1
37050,6596.6,462.1,0.10498,0.03147,0.14834,0.06597,9982.5
37100,6557.6,436.5,0.0587,0.00752,0.10293,0.0287,10002.6
37150,6654.4,445.4,0.12174,0.00402,0.23666,0.06101,10022.3
37200,7035.6,478.7,0.08131,0.00214,0.15916,0.04072,10043.8
37250,6999.9,488.3,0.17629,0.04053,0.27339,0.09407,10063.1
37300,6383.6,457.0,0.13184,0.01786,0.22937,0.07095,10081.5
37350,6699.2,476.2,0.16179,0.00464,0.3157,0.07076,10102.3
37400,7025.0,490.9,0.01481,-0.01282,0.05661,0.06749,10122.6
37450,6894.2,471.7,0.92469,0.14352,1.56686,0.2257,10143.1
37500,6803.0,469.1,0.71203,0.00432,1.41646,0.05179,10162.6
37550,6878.5,481.3,0.07082,0.00545,0.1322,0.07285,10183.4
37600,6916.2,481.9,0.16815,-0.00103,0.33904,0.03337,10203.2
37650,7064.0,479.4,0.25033,-0.00713,0.51614,0.0608,10224.8
37700,6731.4,469.8,0.13179,-0.02178,0.30838,0.06176,10243.0
37750,6812.2,485.1,0.09554,0.02529,0.14219,0.08412,10264.8
37800,6764.6,465.9,0.5045,-0.03005,1.06986,0.03826,10283.0
37850,6436.2,439.0,0.06258,0.00653,0.11304,0.04734,10303.2
37900,6796.1,471.0,0.50676,0.00204,1.01074,0.06534,10323.0
37950,6284.4,441.6,0.33842,-0.00994,0.69761,0.04426,10340.8
38000,5880.3,419.2,0.10157,0.0164,0.17116,0.04075,10358.4
38050,6156.8,440.3,0.34569,0.0048,0.68269,0.04603,10377.2
38100,6810.3,466.6,0.04356,0.0022,0.08393,0.06069,10398.2
38150,6796.2,467.8,0.1334,0.02524,0.21749,0.0591,10417.2
38200,6755.4,475.5,0.06315,-0.01005,0.14765,0.06238,10438.0
38250,6916.1,481.9,0.10372,0.0195,0.17012,0.08425,10458.0
38300,6678.2,476.2,0.15793,0.03414,0.24867,0.05381,10477.5
38350,6620.5,461.4,0.45445,0.00439,0.90264,0.1258,10497.3
38400,6600.0,444.8,0.35447,-0.05722,0.82471,0.06641,10516.7
38450,6499.0,442.9,0.23965,0.02348,0.43373,0.06958,10535.9
38500,6694.6,475.5,0.3697,0.00121,0.73802,0.05205,10556.2
38550,6968.8,497.9,0.22496,0.0126,0.42557,0.04246,10576.8
38600,6760.9,465.9,0.03942,0.02759,0.02516,0.07435,10596.2
38650,6326.0,442.2,0.19296,0.00202,0.38374,0.09297,10614.4
38700,6562.4,451.2,0.08963,0.032,0.11724,0.09931,10635.2
38750,6835.4,459.5,0.38495,0.05557,0.66234,0.17972,10654.8
38800,6666.6,463.4,0.13323,0.07672,0.11669,0.18378,10674.6
38850,6737.6,481.3,0.2253,0.09487,0.26399,0.15731,10694.4
38900,7190.5,508.2,0.16937,-0.00638,0.3571,0.2796,10716.2
38950,7179.8,504.3,0.33852,0.15467,0.37514,0.37258,10736.0
39000,7343.5,513.3,0.38105,0.08461,0.59553,0.13234,10758.9
39050,6996.9,490.2,0.39255,0.10616,0.58014,0.36898,10777.2
39100,6167.2,430.1,0.2459,0.13886,0.21884,0.23843,10796.1
39150,6186.6,431.4,0.45441,0.12815,0.6627,0.50931,10814.4
39200,6084.8,419.8,0.33866,0.15725,0.37028,0.37295,10833.0
39250,6244.5,423.7,0.40038,0.16106,0.48448,0.29212,10852.1
39300,6061.4,415.4,0.77372,0.13123,1.28834,0.1682,10869.6
39350,5954.1,423.0,0.37759,0.16964,0.4236,0.3845,10887.9
39400,6210.4,453.1,0.28338,0.1532,0.26473,0.21854,10906.4
39450,6956.3,490.9,0.23248,0.14395,0.18094,0.19416,10928.6
39500,6893.4,473.6,0.32269,0.14093,0.36804,0.22656,10947.0
39550,6341.7,444.2,0.37217,0.08127,0.58473,0.14616,10966.4
39600,7091.8,503.7,0.34341,0.13045,0.43032,0.22037,10988.2
39650,6859.1,484.8,0.21264,0.15789,0.11493,0.27198,11006.4
39700,6205.3,438.1,0.5295,0.06844,0.92471,0.13012,11025.2
39750,7097.8,497.9,0.32435,0.08676,0.47971,0.22678,11047.8
39800,7093.9,501.1,0.23737,0.12158,0.23646,0.24427,11066.6
39850,6047.6,432.6,0.60854,0.08333,1.05312,0.13454,11084.3
39900,6693.2,478.1,0.3384,0.09783,0.48424,0.15502,11106.2
39950,7097.4,502.4,0.19351,0.14185,0.10909,0.2887,11125.7
40000,6611.4,453.1,0.80266,0.13648,1.34172,0.46854,11145.6
40050,6396.2,440.0,0.1717,0.09204,0.16321,0.19509,11164.2
40100,6309.2,448.3,0.25672,0.21339,0.09379,0.35591,11183.4
40150,6379.4,446.7,0.20247,0.16016,0.08947,0.24222,11202.3
40200,6230.5,435.2,0.57381,0.0367,1.08428,0.50359,11220.5
40250,6234.5,441.6,0.29047,0.17573,0.23531,0.29099,11239.2
40300,6351.1,441.6,0.6267,0.0417,1.17876,0.43772,11258.3
40350,6536.9,472.3,0.22811,0.13468,0.19114,0.21445,11277.7
40400,6366.1,464.0,0.22731,0.13317,0.19286,0.22916,11296.1
40450,6494.2,434.6,0.47283,0.12255,0.70428,0.18682,11316.6
40500,6317.7,419.8,0.21879,0.19072,0.06219,0.30301,11333.8
40550,5896.8,407.4,0.18528,0.14775,0.08007,0.25027,11352.0
40600,6313.5,446.4,0.28913,0.21525,0.15454,0.33903,11371.0
40650,6711.5,465.0,0.24436,0.09716,0.29835,0.19759,11391.4
40700,7022.5,482.2,0.33303,0.1422,0.3857,0.20101,11412.4
40750,6686.8,465.9,0.23682,0.15435,0.16969,0.23717,11431.0
40800,6112.7,432.0,0.27969,0.22071,0.12556,0.38043,11449.1
40850,6596.2,465.3,0.26351,0.1723,0.18733,0.24504,11470.1
40900,6708.2,452.3,0.54098,0.10612,0.87869,0.44831,11488.9
40950,6350.6,430.6,0.22178,0.14655,0.15526,0.24024,11508.3
41000,6689.4,457.0,0.19674,0.10491,0.188,0.21683,11528.8
41050,6785.8,455.7,0.16927,0.05952,0.22289,0.16953,11548.7
41100,7004.6,471.7,0.20198,0.10862,0.19004,0.16645,11570.1
41150,6909.0,464.0,0.14994,0.05271,0.19772,0.16289,11589.7
41200,6902.7,484.5,0.38225,0.08237,0.60514,0.26924,11610.8
41250,7109.8,506.2,0.15063,0.07598,0.15337,0.20341,11630.9
41300,7419.7,524.8,0.37589,0.0736,0.60848,0.19586,11653.1
41350,7394.3,526.7,0.12065,0.04769,0.14854,0.13123,11673.2
41400,7447.9,519.7,0.13885,0.05101,0.17816,0.12337,11696.0
41450,7437.0,521.0,0.10182,0.04603,0.11422,0.13197,11716.2
41500,7061.6,507.5,0.36998,0.04355,0.65541,0.12817,11737.5
41550,7389.9,537.0,0.15679,0.10184,0.11344,0.17653,11759.3
41600,7319.2,521.0,0.35187,0.0995,0.50765,0.14478,11780.3
41650,7142.2,492.2,0.17891,0.10979,0.14136,0.15608,11801.3
41700,6818.7,456.3,0.14564,0.02586,0.24215,0.12927,11820.9
41750,6903.1,468.5,0.14423,0.04363,0.20329,0.10423,11842.2
41800,6957.1,486.4,0.20434,0.0662,0.27884,0.12771,11861.8
41850,6736.2,456.3,0.16494,0.124,0.08534,0.17247,11882.4
41900,6937.6,473.6,0.24089,0.1654,0.1555,0.22588,11903.0
41950,6788.0,473.0,0.39962,0.06914,0.66826,0.36476,11922.6
42000,6588.6,449.3,0.34886,0.13993,0.42351,0.28274,11942.4
42050,6693.5,471.0,0.23868,0.17866,0.12465,0.22969,11962.2
42100,6801.4,481.6,0.22843,0.14402,0.17397,0.25669,11982.1
42150,6804.0,473.6,0.49906,0.16039,0.6841,0.33814,12002.0
42200,7200.9,507.8,0.55173,0.14424,0.81876,0.18984,12023.9
42250,7331.1,501.8,0.1707,0.11385,0.11759,0.19489,12045.2
42300,7292.3,494.1,0.48849,0.11563,0.7501,0.21924,12066.9
42350,7357.2,499.2,0.12897,0.06953,0.12179,0.14504,12088.2
42400,6893.1,463.4,0.13149,0.07107,0.12458,0.18716,12107.8
42450,6492.8,448.6,0.31637,0.07625,0.48389,0.18222,12126.8
42500,6503.1,464.6,0.23147,0.05123,0.36311,0.13129,12146.4
42550,6616.8,476.2,0.2443,0.0631,0.36534,0.14649,12166.2
42600,6854.0,478.1,0.25319,0.04648,0.41626,0.14237,12187.2
42650,6691.1,467.8,0.24828,0.11612,0.26923,0.24581,12206.0
42700,6326.0,439.7,0.55926,0.02955,1.06221,0.13896,12225.1
42750,6667.6,457.6,0.15321,0.12691,0.0572,0.23047,12245.4
42800,7281.8,517.4,0.91285,0.09918,1.63449,0.35707,12267.0
42850,7075.3,501.4,0.14237,0.12362,0.04176,0.21312,12286.4
42900,6830.2,463.4,0.18386,0.14732,0.0781,0.25101,12307.3
42950,6912.9,458.2,0.28334,0.07212,0.42528,0.14147,12327.3
43000,6906.7,472.3,0.26688,0.17735,0.18465,0.2796,12347.8
43050,6784.4,491.5,1.21564,0.08139,2.27069,0.10949,12366.9
43100,6522.3,469.8,0.53009,0.10562,0.8525,0.17799,12386.2
43150,6767.6,469.8,0.19167,0.13425,0.11941,0.2282,12406.6
43200,6940.0,492.2,0.28815,0.0801,0.41943,0.16631,12426.9
43250,6840.3,482.6,0.33259,0.01602,0.64176,0.4317,12446.9
43300,6448.8,451.2,0.23761,0.13792,0.20395,0.2289,12465.2
43350,6629.5,471.0,0.208,0.10801,0.20422,0.21233,12486.0
43400,6995.7,495.4,0.2196,0.1772,0.08951,0.23522,12506.1
43450,6638.5,456.6,0.21874,0.10972,0.22278,0.23703,12525.4
43500,6656.6,450.2,0.16981,0.05406,0.23455,0.1525,12545.6
43550,6949.1,483.2,0.17047,0.12462,0.09587,0.20897,12565.9
43600,6818.0,474.2,0.5029,0.0087,0.99674,0.41739,12585.7
43650,7498.2,524.8,0.26374,0.0858,0.35919,0.16575,12609.2
43700,7329.2,516.5,0.38925,0.07431,0.63295,0.15348,12628.0
43750,6784.4,460.2,0.18625,0.11858,0.13958,0.21202,12649.4
43800,6866.0,459.5,0.16856,0.13189,0.07767,0.21609,12668.6
43850,6393.1,446.7,0.1767,0.07213,0.21338,0.2115,12687.4
43900,6878.6,482.6,0.14696,0.08306,0.13053,0.13733,12708.9
43950,7342.2,502.4,0.11678,0.07959,0.07737,0.14974,12730.0
44000,6684.0,460.2,0.30564,0.06651,0.48153,0.16393,12748.4
44050,6249.3,418.6,0.13584,0.06854,0.13724,0.13187,12767.9
44100,6565.6,436.5,0.14469,0.04315,0.2064,0.16568,12788.0
44150,6830.6,485.1,0.13254,0.12178,0.02505,0.17608,12808.3
44200,6613.1,474.2,0.19223,0.05645,0.27372,0.10695,12827.3
44250,6929.9,475.5,0.45115,0.05043,0.80369,0.11262,12849.2
44300,7292.6,512.0,0.19439,0.04281,0.3061,0.14654,12869.6
44350,6872.0,481.3,0.07601,0.05464,0.04563,0.14438,12889.4
44400,7213.8,497.3,0.33513,0.09006,0.49276,0.13089,12911.6
44450,7067.4,487.0,0.16156,0.04253,0.24103,0.14849,12930.8
44500,6297.8,433.9,0.26107,0.05329,0.41816,0.12992,12949.6
44550,6353.4,457.0,0.16649,0.05951,0.21681,0.14209,12969.0
44600,6673.7,480.6,0.15163,0.0688,0.16816,0.12509,12989.0
44650,7012.2,487.0,0.34057,0.0856,0.51302,0.15413,13009.9
44700,6817.2,463.4,0.0834,0.02269,0.12386,0.12175,13029.3
44750,6663.5,458.9,0.57493,0.05136,1.04937,0.11154,13049.6
44800,7007.1,478.1,0.32843,0.03859,0.58131,0.08194,13070.7
44850,6759.7,468.5,0.1285,0.03313,0.19306,0.1161,13089.7
44900,6543.5,471.4,0.74426,0.01657,1.45663,0.06226,13109.2
44950,6669.9,484.8,0.24792,0.03082,0.43623,0.10201,13128.7
45000,6835.9,494.1,0.26172,0.03335,0.45895,0.11064,13149.3
45050,7048.1,493.4,0.07134,0.02038,0.10447,0.12708,13169.9
45100,7193.8,500.5,0.08445,-0.03178,0.23436,0.09521,13191.0
45150,7485.1,522.2,0.41998,0.02699,0.78785,0.09396,13213.0
45200,6966.2,492.8,0.4492,0.02421,0.85348,0.17544,13231.8
45250,6997.1,490.2,0.45615,0.07254,0.77024,0.15054,13253.9
45300,7020.7,487.7,0.09029,0.00888,0.16437,0.07735,13272.9
45350,6287.7,436.5,0.22833,0.02786,0.40262,0.08418,13291.8
45400,6885.3,471.0,0.12158,0.02658,0.19176,0.08801,13313.4
45450,7105.8,494.1,0.08721,0.04054,0.0951,0.08777,13333.1
45500,7148.6,508.2,0.13834,0.05349,0.17184,0.10639,13354.8
45550,7365.8,513.3,0.27953,-0.01237,0.58501,0.06145,13375.7
45600,6592.8,452.5,0.56151,0.02226,1.08131,0.14138,13394.0
45650,6622.4,464.6,0.12516,0.0416,0.16925,0.10574,13415.0
45700,7292.7,501.8,0.24607,0.07623,0.34246,0.13919,13436.4
45750,7374.6,510.1,0.06142,0.03035,0.06435,0.1107,13457.9
45800,7067.8,495.4,0.29466,0.07413,0.44328,0.11059,13478.0
45850,7045.7,490.9,0.29883,0.02557,0.54842,0.09512,13499.2
45900,7138.3,503.7,0.05498,-0.00274,0.11777,0.11593,13519.8
45950,6946.9,490.9,0.67268,0.05449,1.24234,0.29826,13540.0
46000,6697.9,466.6,0.25543,0.044,0.42434,0.07387,13559.4
46050,6192.4,428.8,0.13888,0.06462,0.15059,0.10296,13577.4
46100,6840.8,464.6,0.09304,0.04579,0.09688,0.11949,13600.0
46150,7617.3,533.8,0.27679,0.08307,0.38962,0.10904,13621.1
46200,7306.7,512.0,0.31896,0.056,0.52924,0.16542,13642.1
46250,7188.9,487.7,0.14488,0.08256,0.1275,0.14304,13663.3
46300,7000.8,474.9,0.22738,0.13899,0.18091,0.20707,13683.3
46350,6677.6,465.9,0.45835,0.1584,0.60653,0.33167,13702.7
46400,6840.6,496.6,0.18617,0.0524,0.2707,0.15754,13723.4
46450,7225.7,507.5,0.20146,0.10977,0.18757,0.20938,13744.8
46500,7525.2,528.0,0.30656,0.08759,0.44104,0.15478,13766.7
46550,7253.2,526.1,0.30019,0.14091,0.3235,0.24622,13786.7
46600,7146.5,513.9,0.18425,0.14071,0.09093,0.19332,13808.3
46650,7366.4,520.3,0.4301,0.10326,0.6591,0.27075,13829.3
46700,7111.7,495.4,0.21886,0.0794,0.28247,0.17755,13849.8
46750,6941.5,483.8,0.16914,0.11835,0.10498,0.1696,13870.3
46800,6419.5,457.0,0.54087,0.10773,0.87177,0.27474,13888.3
46850,6196.4,430.1,0.57328,0.04248,1.06885,0.36257,13907.7
46900,6104.9,425.0,0.11545,0.09348,0.04721,0.16324,13925.1
46950,5996.0,428.8,0.41432,0.0492,0.73345,0.1604,13943.7
47000,6605.9,462.1,0.13729,0.09302,0.09221,0.18323,13964.1
47050,7388.9,508.2,0.13889,0.09893,0.08362,0.18492,13986.7
47100,7451.7,503.0,0.2787,0.1247,0.31328,0.26469,14007.6
47150,7275.4,503.0,0.4688,0.11734,0.70708,0.20753,14029.0
47200,8057.0,561.9,0.30691,0.06416,0.48803,0.12597,14053.2
47250,7625.3,535.0,0.31666,0.14762,0.34274,0.23285,14072.8
47300,6746.8,491.5,0.35695,0.08148,0.55413,0.15959,14092.8
